"_id","ability_1","ability_2","against_bug","against_dark","against_dragon","against_electric","against_fairy","against_fight","against_fire","against_flying","against_ghost","against_grass","against_ground","against_ice","against_normal","against_poison","against_psychic","against_rock","against_steel","against_water","atk","catch_rate","category","chinese_name","defense","english_name","exp_100","generation","hatch_time","height_m","hp","image_url","male_ratio","spatk","spdef","speed","total","type_1","type_2","weight_kg"
"074","坚硬脑袋 或 结实","沙隐隱藏特性","1","1","1","0","1","2","1⁄2","1⁄2","1","4","2","2","1⁄2","1⁄4","1","1⁄2","2","4","80","33.3%","岩石宝可梦","小拳石","100","Geodude","1,059,860","第一世代寶可夢","3855步","0.4","40","https://media.52poke.com/wiki/9/98/074Geodude.png","50%","30","30","20","300","岩石","地面","0.0"
"075","坚硬脑袋 或 结实","沙隐隱藏特性","1","1","1","0","1","2","1⁄2","1⁄2","1","4","2","2","1⁄2","1⁄4","1","1⁄2","2","4","95","15.7%","岩石宝可梦","隆隆石","115","Graveler","1,059,860","第一世代寶可夢","3855步","1.0","55","https://media.52poke.com/wiki/7/75/075Graveler.png","50%","45","45","35","390","岩石","地面","105"
"076","坚硬脑袋 或 结实","沙隐隱藏特性","1","1","1","0","1","2","1⁄2","1⁄2","1","4","2","2","1⁄2","1⁄4","1","1⁄2","2","4","120","5.9%","重量级宝可梦","隆隆岩","130","Golem","1,059,860","第一世代寶可夢","3855步","1.4","80","https://media.52poke.com/wiki/f/f2/076Golem.png","50%","55","65","45","495","岩石","地面","300"
"077","逃跑 或 引火","火焰之躯隱藏特性","1⁄2","1","1","1","1⁄2","1","0","1","1","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","85","24.8%","火马宝可梦","小火马","55","Ponyta","1,000,000","第一世代寶可夢","5140步","1.0","50","https://media.52poke.com/wiki/3/3b/077Ponyta.png","50%","65","65","90","410","火",,"0.0"
"078","逃跑 或 引火","火焰之躯隱藏特性","1⁄2","1","1","1","1⁄2","1","0","1","1","1⁄2","2","1⁄2","1","1","1","2","1⁄2","2","100","7.8%","火马宝可梦","烈焰马","70","Rapidash","1,000,000","第一世代寶可夢","5140步","1.7","65","https://media.52poke.com/wiki/3/3f/078Rapidash.png","50%","80","80","105","500","火",,"5.0"
"079","迟钝 或 我行我素","再生力隱藏特性","2","2","1","2","1","1⁄2","1⁄2","1","2","2","1","1⁄2","1","1","1⁄2","1","1⁄2","1⁄2","65","24.8%","憨憨宝可梦","呆呆兽","65","Slowpoke","1,000,000","第一世代寶可夢","5140步","1.2","90","https://media.52poke.com/wiki/7/70/079Slowpoke.png","50%","40","40","15","315","水","超能力","6.0"
"080","迟钝 或 我行我素","再生力隱藏特性","2","2","1","2","1","1⁄2","1⁄2","1","2","2","1","1⁄2","1","1","1⁄2","1","1⁄2","1⁄2","75","9.8%","寄居蟹宝可梦","呆壳兽","110","Slowbro","1,000,000","第一世代寶可夢","5140步","1.6","95","https://media.52poke.com/wiki/8/80/080Slowbro.png","50%","100","80","30","490","水","超能力","8.5"
"081","磁力 或 结实","分析隱藏特性","1⁄2","1","1⁄2","1⁄2","1⁄2","2","2","1⁄4","1","1⁄2","4","1⁄2","1⁄2","0","1⁄2","1⁄2","1⁄4","1","35","24.8%","磁铁宝可梦","小磁怪","70","Magnemite","1,000,000","第一世代寶可夢","5140步","0.3","25","https://media.52poke.com/wiki/6/6c/081Magnemite.png","无性别","95","55","45","325","电","钢","6.0"
"082","磁力 或 结实","分析隱藏特性","1⁄2","1","1⁄2","1⁄2","1⁄2","2","2","1⁄4","1","1⁄2","4","1⁄2","1⁄2","0","1⁄2","1⁄2","1⁄4","1","60","7.8%","磁铁宝可梦","三合一磁怪","95","Magneton","1,000,000","第一世代寶可夢","5140步","1.0","50","https://media.52poke.com/wiki/7/72/082Magneton.png","无性别","120","70","70","465","电","钢","0.0"
"083","锐利目光 或 精神力","不服输隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","90","5.9%","黄嘴鸭宝可梦","大葱鸭","55","Farfetch'd","1,000,000","第一世代寶可夢","5140步","0.8","52","https://media.52poke.com/wiki/f/f8/083Farfetch%27d.png","50%","58","62","60","377","一般","飞行","5.0"
"084","逃跑 或 早起","蹒跚隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","85","24.8%","两头鸟宝可梦","嘟嘟","45","Doduo","1,000,000","第一世代寶可夢","5140步","1.4","35","https://media.52poke.com/wiki/5/54/084Doduo.png","50%","35","35","75","310","一般","飞行","9.2"
"085","逃跑 或 早起","蹒跚隱藏特性","1⁄2","1","1","2","1","1","1","1","0","1⁄2","0","2","1","1","1","2","1","1","110","5.9%","三头鸟宝可梦","嘟嘟利","70","Dodrio","1,000,000","第一世代寶可夢","5140步","1.8","60","https://media.52poke.com/wiki/9/93/085Dodrio.png","50%","60","60","110","470","一般","飞行","5.2"
"086","厚脂肪 或 湿润之躯","冰冻之躯隱藏特性","1","1","1","2","1","1","1⁄4","1","1","2","1","1⁄4","1","1","1","1","1⁄2","1⁄2","45","24.8%","海狮宝可梦","小海狮","55","Seel","1,000,000","第一世代寶可夢","5140步","1.1","65","https://media.52poke.com/wiki/1/1f/086Seel.png","50%","45","70","45","325","水",,"0.0"
"087","厚脂肪 或 湿润之躯","冰冻之躯隱藏特性","1","1","1","2","1","2","1⁄2","1","1","2","1","1⁄8","1","1","1","2","1","1⁄2","70","9.8%","海狮宝可梦","白海狮","80","Dewgong","1,000,000","第一世代寶可夢","5140步","1.7","90","https://media.52poke.com/wiki/c/c7/087Dewgong.png","50%","70","95","70","475","水","冰","120"
"088","恶臭 或 黏着","毒手隱藏特性","1⁄2","1","1","1","1⁄2","1⁄2","1","1","1","1⁄2","2","1","1","1⁄2","2","1","1","1","80","24.8%","污泥宝可梦","臭泥","50","Grimer","1,000,000","第一世代寶可夢","5140步","0.9","80","https://media.52poke.com/wiki/a/a0/088Grimer.png","50%","40","50","25","325","毒",,"0.0"
"089","恶臭 或 黏着","毒手隱藏特性","1⁄2","1","1","1","1⁄2","1⁄2","1","1","1","1⁄2","2","1","1","1⁄2","2","1","1","1","105","9.8%","污泥宝可梦","臭臭泥","75","Muk","1,000,000","第一世代寶可夢","5140步","1.2","105","https://media.52poke.com/wiki/thumb/7/7c/089Muk.png/600px-089Muk.png","50%","65","100","50","500","毒",,"0.0"
"090","硬壳盔甲 或 连续攻击","防尘隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","65","24.8%","双壳贝宝可梦","大舌贝","100","Shellder","1,250,000","第一世代寶可夢","5140步","0.3","30","https://media.52poke.com/wiki/4/40/090Shellder.png","50%","45","25","40","305","水",,"4.0"
"091","硬壳盔甲 或 连续攻击","防尘隱藏特性","1","1","1","2","1","2","1","1","1","2","1","1⁄4","1","1","1","2","1","1⁄2","95","7.8%","双壳贝宝可梦","刺甲贝","180","Cloyster","1,250,000","第一世代寶可夢","5140步","1.5","50","https://media.52poke.com/wiki/thumb/1/1d/091Cloyster.png/600px-091Cloyster.png","50%","85","45","70","525","水","冰","132"
"092","飘浮",,"1⁄4","2","1","1","1⁄2","0","1","1","2","1⁄2","0","1","0","1⁄4","2","1","1","1","35","24.8%","气体状宝可梦","鬼斯","30","Gastly","1,059,860","第一世代寶可夢","5140步","1.3","30","https://media.52poke.com/wiki/c/ca/092Gastly.png","50%","100","35","80","310","幽灵","毒","0.1"
"093","飘浮",,"1⁄4","2","1","1","1⁄2","0","1","1","2","1⁄2","0","1","0","1⁄4","2","1","1","1","50","11.8%","气体状宝可梦","鬼斯通","45","Haunter","1,059,860","第一世代寶可夢","5140步","1.6","45","https://media.52poke.com/wiki/6/62/093Haunter.png","50%","115","55","95","405","幽灵","毒","0.1"
"094","诅咒之躯",,"1⁄4","2","1","1","1⁄2","0","1","1","2","1⁄2","0","1","0","1⁄4","2","1","1","1","65","5.9%","影子宝可梦","耿鬼","60","Gengar","1,059,860","第一世代寶可夢","5140步","1.5","60","https://media.52poke.com/wiki/thumb/c/c6/094Gengar.png/600px-094Gengar.png","50%","130","75","110","500","幽灵","毒","0.5"
"095","坚硬脑袋 或 结实","碎裂铠甲隱藏特性","1","1","1","0","1","2","1⁄2","1⁄2","1","4","2","2","1⁄2","1⁄4","1","1⁄2","2","4","45","5.9%","岩蛇宝可梦","大岩蛇","160","Onix","1,000,000","第一世代寶可夢","6425步","8.8","35","https://media.52poke.com/wiki/thumb/9/9a/095Onix.png/600px-095Onix.png","50%","30","45","70","385","岩石","地面","210"
"096","不眠 或 预知梦","精神力隱藏特性","2","2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","1","1","48","24.8%","催眠宝可梦","催眠貘","45","Drowzee","1,000,000","第一世代寶可夢","5140步","1.0","60","https://media.52poke.com/wiki/3/3e/096Drowzee.png","50%","43","90","42","328","超能力",,"2.4"
"097","不眠 或 预知梦","精神力隱藏特性","2","2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","1","1","73","9.8%","催眠宝可梦","引梦貘人","70","Hypno","1,000,000","第一世代寶可夢","5140步","1.6","85","https://media.52poke.com/wiki/0/0a/097Hypno.png","50%","73","115","67","483","超能力",,"5.6"
"098","怪力钳 或 硬壳盔甲","强行隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","105","29.4%","清水蟹宝可梦","大钳蟹","90","Krabby","1,000,000","第一世代寶可夢","5140步","0.4","30","https://media.52poke.com/wiki/a/a7/098Krabby.png","50%","25","25","50","325","水",,"6.5"
"099","怪力钳 或 硬壳盔甲","强行隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","130","7.8%","钳子宝可梦","巨钳蟹","115","Kingler","1,000,000","第一世代寶可夢","5140步","1.3","55","https://media.52poke.com/wiki/7/71/099Kingler.png","50%","50","50","75","475","水",,"0.0"
"100","隔音 或 静电","引爆隱藏特性","1","1","1","1⁄2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","30","24.8%","球宝可梦","霹雳电球","50","Voltorb","1,000,000","第一世代寶可夢","5140步","0.5","40","https://media.52poke.com/wiki/d/da/100Voltorb.png","无性别","55","55","100","330","电",,"0.4"
"101","隔音 或 静电","引爆隱藏特性","1","1","1","1⁄2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","50","7.8%","球宝可梦","顽皮雷弹","70","Electrode","1,000,000","第一世代寶可夢","5140步","1.2","60","https://media.52poke.com/wiki/8/84/101Electrode.png","无性别","80","80","150","490","电",,"6.6"
"102","叶绿素","收获隱藏特性","4","2","1","1⁄2","1","1⁄2","2","2","2","1⁄2","1⁄2","2","1","2","1⁄2","1","1","1⁄2","40","11.8%","蛋宝可梦","蛋蛋","80","Exeggcute","1,250,000","第一世代寶可夢","5140步","0.4","60","https://media.52poke.com/wiki/a/af/102Exeggcute.png","50%","60","45","40","325","草","超能力","2.5"
"103","叶绿素","收获隱藏特性","4","2","1","1⁄2","1","1⁄2","2","2","2","1⁄2","1⁄2","2","1","2","1⁄2","1","1","1⁄2","95","5.9%","椰子宝可梦","椰蛋树","85","Exeggutor","1,250,000","第一世代寶可夢","5140步","2.0","95","https://media.52poke.com/wiki/thumb/2/24/103Exeggutor.png/600px-103Exeggutor.png","50%","125","75","55","530","草","超能力","120"
"104","坚硬脑袋 或 避雷针","战斗盔甲隱藏特性","1","1","1","0","1","1","1","1","1","2","1","2","1","1⁄2","1","1⁄2","1","2","50","24.8%","孤独宝可梦","卡拉卡拉","95","Cubone","1,000,000","第一世代寶可夢","5140步","0.4","50","https://media.52poke.com/wiki/2/2a/104Cubone.png","50%","40","50","35","320","地面",,"6.5"
"105","坚硬脑袋 或 避雷针","战斗盔甲隱藏特性","1","1","1","0","1","1","1","1","1","2","1","2","1","1⁄2","1","1⁄2","1","2","80","9.8%","爱骨宝可梦","嘎啦嘎啦","110","Marowak","1,000,000","第一世代寶可夢","5140步","1.0","60","https://media.52poke.com/wiki/thumb/9/98/105Marowak.png/600px-105Marowak.png","50%","50","80","45","425","地面",,"5.0"
"106","柔软 或 舍身","轻装隱藏特性","1⁄2","1⁄2","1","1","2","1","1","2","1","1","1","1","1","1","2","1⁄2","1","1","120","5.9%","踢腿宝可梦","飞腿郎","53","Hitmonlee","1,000,000","第一世代寶可夢","6425步","1.5","50","https://media.52poke.com/wiki/3/32/106Hitmonlee.png","100%","35","110","87","455","格斗",,"9.8"
"107","锐利目光 或 铁拳","精神力隱藏特性","1⁄2","1⁄2","1","1","2","1","1","2","1","1","1","1","1","1","2","1⁄2","1","1","105","5.9%","拳击宝可梦","快拳郎","79","Hitmonchan","1,000,000","第一世代寶可夢","6425步","1.4","50","https://media.52poke.com/wiki/a/a3/107Hitmonchan.png","100%","35","110","76","455","格斗",,"0.2"
"108","我行我素 或 迟钝","无关天气隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","55","5.9%","舔舔宝可梦","大舌头","75","Lickitung","1,000,000","第一世代寶可夢","5140步","1.2","90","https://media.52poke.com/wiki/0/00/108Lickitung.png","50%","60","75","30","385","一般",,"5.5"
"109","飘浮",,"1⁄2","1","1","1","1⁄2","1⁄2","1","1","1","1⁄2","0","1","1","1⁄2","2","1","1","1","65","24.8%","毒气宝可梦","瓦斯弹","95","Koffing","1,000,000","第一世代寶可夢","5140步","0.6","40","https://media.52poke.com/wiki/1/17/109Koffing.png","50%","60","45","35","340","毒",,"1.0"
"110","飘浮",,"1⁄2","1","1","1","1⁄2","1⁄2","1","1","1","1⁄2","0","1","1","1⁄2","2","1","1","1","90","7.8%","毒气宝可梦","双弹瓦斯","120","Weezing","1,000,000","第一世代寶可夢","5140步","1.2","65","https://media.52poke.com/wiki/4/42/110Weezing.png","50%","85","70","60","490","毒",,"9.5"
"111","避雷针 或 坚硬脑袋","舍身隱藏特性","1","1","1","0","1","2","1⁄2","1⁄2","1","4","2","2","1⁄2","1⁄4","1","1⁄2","2","4","85","15.7%","尖尖宝可梦","独角犀牛","95","Rhyhorn","1,250,000","第一世代寶可夢","5140步","1.0","80","https://media.52poke.com/wiki/9/9b/111Rhyhorn.png","50%","30","30","25","345","地面","岩石","115"
"112","避雷针 或 坚硬脑袋","舍身隱藏特性","1","1","1","0","1","2","1⁄2","1⁄2","1","4","2","2","1⁄2","1⁄4","1","1⁄2","2","4","130","7.8%","钻锥宝可梦","钻角犀兽","120","Rhydon","1,250,000","第一世代寶可夢","5140步","1.9","105","https://media.52poke.com/wiki/4/47/112Rhydon.png","50%","45","45","40","485","地面","岩石","120"
"113","自然回复 或 天恩","治愈之心隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","5","3.9%","蛋宝可梦","吉利蛋","5","Chansey","800,000","第一世代寶可夢","10280步","1.1","250","https://media.52poke.com/wiki/c/cd/113Chansey.png","100%","35","105","50","450","一般",,"4.6"
"114","叶绿素 或 叶子防守","再生力隱藏特性","2","1","1","1⁄2","1","1","2","2","1","1⁄2","1⁄2","2","1","2","1","1","1","1⁄2","55","5.9%","藤蔓状宝可梦","蔓藤怪","115","Tangela","1,000,000","第一世代寶可夢","5140步","1.0","65","https://media.52poke.com/wiki/3/3e/114Tangela.png","50%","100","40","60","435","草",,"5.0"
"115","早起 或 胆量","精神力隱藏特性","1","1","1","1","1","2","1","1","0","1","1","1","1","1","1","1","1","1","95","5.9%","亲子宝可梦","袋兽","80","Kangaskhan","1,000,000","第一世代寶可夢","5140步","2.2","105","https://media.52poke.com/wiki/4/4e/115Kangaskhan.png","100%","40","80","90","490","一般",,"0.0"
"116","悠游自如 或 狙击手","湿气隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","40","29.4%","龙宝可梦","墨海马","70","Horsea","1,000,000","第一世代寶可夢","5140步","0.4","30","https://media.52poke.com/wiki/5/5a/116Horsea.png","50%","70","25","60","295","水",,"8.0"
"117","毒刺 或 狙击手","湿气隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","65","9.8%","龙宝可梦","海刺龙","95","Seadra","1,000,000","第一世代寶可夢","5140步","1.2","55","https://media.52poke.com/wiki/2/26/117Seadra.png","50%","95","45","85","440","水",,"5.0"
"118","悠游自如 或 水幕","避雷针隱藏特性","1","1","1","0","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","67","29.4%","金鱼宝可梦","角金鱼","60","Goldeen","1,000,000","第一世代寶可夢","5140步","0.6","45","https://media.52poke.com/wiki/7/7b/118Goldeen.png","50%","35","50","63","320","水",,"5.0"
"119","悠游自如 或 水幕","避雷针隱藏特性","1","1","1","0","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","92","7.8%","金鱼宝可梦","金鱼王","65","Seaking","1,000,000","第一世代寶可夢","5140步","1.3","80","https://media.52poke.com/wiki/6/6a/119Seaking.png","50%","65","80","68","450","水",,"9.0"
"120","发光 或 自然回复","分析隱藏特性","1","1","1","2","1","1","1⁄2","1","1","2","1","1⁄2","1","1","1","1","1⁄2","1⁄2","45","29.4%","星形宝可梦","海星星","55","Staryu","1,250,000","第一世代寶可夢","5140步","0.8","30","https://media.52poke.com/wiki/4/4f/120Staryu.png","无性别","70","55","85","340","水",,"4.5"
"121","发光 或 自然回复","分析隱藏特性","2","2","1","2","1","1⁄2","1⁄2","1","2","2","1","1⁄2","1","1","1⁄2","1","1⁄2","1⁄2","75","7.8%","谜宝可梦","宝石海星","85","Starmie","1,250,000","第一世代寶可夢","5140步","1.1","60","https://media.52poke.com/wiki/c/cd/121Starmie.png","无性别","100","85","115","520","水","超能力","0.0"
"122","隔音 或 过滤","技术高手隱藏特性","1","1","0","1","1","1⁄4","1","1","11⁄2","1","1","1","1","11⁄2","1⁄2","1","11⁄2","1","45","5.9%","屏障宝可梦","魔墙人偶","65","Mr. Mime","1,000,000","第一世代寶可夢","6425步","1.3","40","https://media.52poke.com/wiki/e/ec/122Mr._Mime.png","50%","100","120","90","460","超能力","妖精","4.5"
"123","蟲之預感 或 技术高手","不屈之心隱藏特性","1⁄2","1","1","2","1","1⁄4","2","2","1","1⁄4","0","2","1","1","1","4","1","1","110","5.9%","螳螂宝可梦","飞天螳螂","80","Scyther","1,000,000","第一世代寶可夢","6425步","1.5","70","https://media.52poke.com/wiki/b/ba/123Scyther.png","50%","55","80","105","500","虫","飞行","6.0"
"124","迟钝 或 预知梦","干燥皮肤隱藏特性","2","2","1","1","1","1","21⁄2","1","2","1","1","1⁄2","1","1","1⁄2","2","2","0","50","5.9%","人形宝可梦","迷唇姐","35","Jynx","1,000,000","第一世代寶可夢","6425步","1.4","65","https://media.52poke.com/wiki/7/7c/124Jynx.png","100%","115","95","95","455","冰","超能力","0.6"
"125","静电","干劲隱藏特性","1","1","1","1⁄2","1","1","1","1⁄2","1","1","2","1","1","1","1","1","1⁄2","1","83","5.9%","电击宝可梦","电击兽","57","Electabuzz","1,000,000","第一世代寶可夢","6425步","1.1","65","https://media.52poke.com/wiki/thumb/d/de/125Electabuzz.png/600px-125Electabuzz.png","75%","95","85","105","490","电",,"0.0"
