pokedex,name,japanese_name,chinese-name,classfication,type1,type2,abilities,percentage_male,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,base_happiness,capture_rate,generation,is_legendary,base_egg_steps,experience_growth,against_normal,against_fight,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark,against_fairy,img_url
53,Persian,Persian閵夋哎鍎烽妶鏋亜閵,璨撹佸ぇ / 鐚佸ぇM膩ol菐od脿,Classy Cat Pok鑼卪on,normal,dark,"['Limber', 'Technician', 'Unnerve', 'Fur Coat', 'Technician', 'Rattled']",50.0,1.0,32.0,440,65,60,60,75,65,115,70.0,90,1,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/1/13/053Persian.png
54,Psyduck,Koduck閵堢偨鍎夐妷鍐﹀仐,鍙仈榇 / 鍙揪楦璌臎d谩y膩,Duck Pok鑼卪on,water,,"['Damp', 'Cloud Nine', 'Swift Swim']",50.0,0.8,19.6,320,50,52,48,65,50,55,70.0,190,1,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/5/53/054Psyduck.png/600px-054Psyduck.png
55,Golduck,Golduck閵堟番鍎烽妷閵夊啨鍋,鍝ラ仈榇 / 鍝ヨ揪楦璆膿d谩y膩,Duck Pok鑼卪on,water,,"['Damp', 'Cloud Nine', 'Swift Swim']",50.0,1.7,76.6,500,80,82,78,95,80,85,70.0,75,1,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/f/fe/055Golduck.png/600px-055Golduck.png
56,Mankey,Mankey閵夌偑鍏傞妶鍏,鐚存 / 鐚存狧贸ugu脿i,Pig Monkey Pok鑼卪on,fighting,,"['Vital Spirit', 'Anger Point', 'Defiant']",50.0,0.5,28.0,305,40,80,35,35,45,70,70.0,190,1,0,5120,1000000,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/4/41/056Mankey.png
57,Primeape,Okorizaru閵堝仢閵夊仩閵,鐏垎鐚 / 鐏垎鐚碒u菕b脿oh贸u,Pig Monkey Pok鑼卪on,fighting,,"['Vital Spirit', 'Anger Point', 'Defiant']",50.0,1.0,32.0,455,65,105,60,60,70,95,70.0,75,1,0,5120,1000000,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/9/9a/057Primeape.png
58,Growlithe,Gardie閵堝厳閵夊洢鍋,鍗¤拏鐙 / 鍗¤拏鐙桲菐d矛g菕u,Puppy Pok鑼卪on,fire,,"['Intimidate', 'Flash Fire', 'Justified']",75.4,0.7,19.0,350,55,70,45,70,50,60,70.0,190,1,0,5120,1250000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/3/3d/058Growlithe.png/600px-058Growlithe.png
59,Arcanine,Windie閵堬负鍋嗛妷鐐藉剳閵,棰ㄩ熺嫍 / 椋庨熺嫍F膿ngs霉g菕u,Legendary Pok鑼卪on,fire,,"['Intimidate', 'Flash Fire', 'Justified']",75.4,1.9,155.0,555,90,110,80,100,80,95,70.0,75,1,0,5120,1250000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/b/b8/059Arcanine.png/600px-059Arcanine.png
60,Poliwag,Nyoromo閵夊鍎抽妷鍎,铓婇铦岃毆 / 铓婇铦岃毆W茅nxi膩ngk膿d菕u,Tadpole Pok鑼卪on,water,,"['Water Absorb', 'Damp', 'Swift Swim']",50.0,0.6,12.4,300,40,50,40,40,40,90,70.0,255,1,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/4/49/060Poliwag.png
61,Poliwhirl,Nyorozo閵夊鍎抽妷鍋,铓婇鍚 / 铓婇鍚沇茅nxi膩ngj奴n,Tadpole Pok鑼卪on,water,,"['Water Absorb', 'Damp', 'Swift Swim']",50.0,1.0,20.0,385,65,65,65,50,50,90,70.0,120,1,0,5120,1059860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/a/a9/061Poliwhirl.png
62,Poliwrath,Nyorobon閵夊鍎抽妷鍎ㄩ妷,铓婇娉冲＋ / 铓婇娉冲＋W茅nxi膩ngy菕ngsh矛,Tadpole Pok鑼卪on,water,fighting,"['Water Absorb', 'Damp', 'Swift Swim']",50.0,1.3,54.0,510,90,95,95,70,90,70,70.0,45,1,0,5120,1059860,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,https://media.52poke.com/wiki/2/2d/062Poliwrath.png
63,Abra,Casey閵堜究鍏楅妶鏋亝,鍑辫タ / 鍑タK菐ix墨,Psi Pok鑼卪on,psychic,,"['Synchronize', 'Inner Focus', 'Magic Guard']",75.4,0.9,19.5,310,25,20,15,105,55,90,70.0,200,1,0,5120,1059860,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/6/62/063Abra.png
64,Kadabra,Yungerer閵夛负鍏傞妶灞傚劦閵,鍕囧熀鎷 / 鍕囧熀鎷塝菕ngj墨l膩,Psi Pok鑼卪on,psychic,,"['Synchronize', 'Inner Focus', 'Magic Guard']",75.4,1.3,56.5,400,40,35,30,120,70,105,70.0,100,1,0,5120,1059860,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/9/97/064Kadabra.png
65,Alakazam,Foodin閵夋洏鍏楅妷鍥ュ亝閵,鑳″湴 / 鑳″湴H煤d矛,Psi Pok鑼卪on,psychic,,"['Synchronize', 'Inner Focus', 'Magic Guard']",75.4,1.5,48.0,600,55,50,65,175,105,150,70.0,50,1,0,5120,1059860,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/c/cc/065Alakazam.png
66,Machop,Wanriky閵夊厒閵夊仈閵,鑵曞姏 / 鑵曞姏W脿nl矛,Superpower Pok鑼卪on,fighting,,"['Guts', 'No Guard', 'Steadfast']",75.4,0.8,19.5,305,70,80,50,35,35,35,70.0,180,1,0,5120,1059860,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/8/85/066Machop.png
67,Machoke,Goriky閵堟番鍏楅妷鍋旈妷,璞姏 / 璞姏H谩ol矛,Superpower Pok鑼卪on,fighting,,"['Guts', 'No Guard', 'Steadfast']",75.4,1.5,70.5,405,80,100,70,50,60,45,70.0,90,1,0,5120,1059860,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/8/8e/067Machoke.png
68,Machamp,Kairiky閵堝亞閵夊仈閵,鎬姏 / 鎬姏Gu脿il矛,Superpower Pok鑼卪on,fighting,,"['Guts', 'No Guard', 'Steadfast']",75.4,1.6,130.0,505,90,130,80,65,85,55,70.0,45,1,0,5120,1059860,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,https://media.52poke.com/wiki/8/8f/068Machamp.png
69,Bellsprout,Madatsubomi閵夌偑鍎夐妷鍕╁劏閵,鍠囧彮鑺 / 鍠囧彮鑺絃菐b膩y谩,Flower Pok鑼卪on,grass,poison,"['Chlorophyll', 'Gluttony']",50.0,0.7,4.0,300,50,75,35,70,30,40,70.0,255,1,0,5120,1059860,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,https://media.52poke.com/wiki/a/a2/069Bellsprout.png
70,Weepinbell,Utsudon閵堬负鍎庨妷澶堝厒,鍙ｅ憜鑺 / 鍙ｅ憜鑺盞菕ud膩ihu膩,Flycatcher Pok鑼卪on,grass,poison,"['Chlorophyll', 'Gluttony']",50.0,1.0,6.4,390,65,90,50,85,45,55,70.0,120,1,0,5120,1059860,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,https://media.52poke.com/wiki/9/9f/070Weepinbell.png
71,Victreebel,Utsubot閵堬负鍎庨妷婧垮剭閵,澶ч鑺 / 澶ч鑺盌脿sh铆hu膩,Flycatcher Pok鑼卪on,grass,poison,"['Chlorophyll', 'Gluttony']",50.0,1.7,15.5,490,80,105,65,100,70,70,70.0,45,1,0,5120,1059860,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,https://media.52poke.com/wiki/b/be/071Victreebel.png
72,Tentacool,Menokurage閵壜板剻閵堝劦閵,鐟憴姘存瘝 / 鐜涚憴姘存瘝M菐n菐oshu菒m菙,Jellyfish Pok鑼卪on,water,poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",50.0,0.9,45.5,335,40,40,35,50,100,70,70.0,190,1,0,5120,1250000,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/4/4e/072Tentacool.png
73,Tentacruel,Dokukurage閵夊鍋楅妶鍎甸妶,姣掑埡姘存瘝 / 姣掑埡姘存瘝D煤c矛shu菒m菙,Jellyfish Pok鑼卪on,water,poison,"['Clear Body', 'Liquid Ooze', 'Rain Dish']",50.0,1.6,55.0,515,80,70,65,80,120,100,70.0,60,1,0,5120,1250000,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/f/f6/073Tentacruel.png
74,Geodude,Isitsubute閵堛們鍋￠妷鍕╁劉閵,灏忔嫵鐭 / 灏忔嫵鐭砐i菐oqu谩nsh铆,Rock Pok鑼卪on,rock,ground,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",50.0,0.4,20.0,300,40,80,100,30,30,20,70.0,255,1,0,3840,1059860,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/9/98/074Geodude.png
75,Graveler,Golone閵堟番鍎归妷绗哄厒,闅嗛殕鐭 / 闅嗛殕鐭矻贸ngl贸ngsh铆,Rock Pok鑼卪on,rock,ground,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",50.0,1.0,105.0,390,55,95,115,45,45,35,70.0,120,1,0,3840,1059860,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/7/75/075Graveler.png
76,Golem,Golonya閵堟番鍎归妷绗哄剸閵,闅嗛殕宀 / 闅嗛殕宀㎜贸ngl贸ngy谩n,Megaton Pok鑼卪on,rock,ground,"['Rock Head', 'Sturdy', 'Sand Veil', 'Magnet Pull', 'Sturdy', 'Galvanize']",50.0,1.4,300.0,495,80,120,130,55,65,45,70.0,45,1,0,3840,1059860,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/f/f2/076Golem.png
77,Ponyta,Ponyta閵夋縿鍎栭妷绗哄仾,灏忕伀棣 / 灏忕伀椹琗i菐ohu菕m菐,Fire Horse Pok鑼卪on,fire,,"['Run Away', 'Flash Fire', 'Flame Body']",50.0,1.0,30.0,410,50,85,55,65,65,90,70.0,190,1,0,5120,1000000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/3/3b/077Ponyta.png
78,Rapidash,Gallop閵堝劘閵夊剭閵,鐑堢劙棣 / 鐑堢劙椹琇i猫y脿nm菐,Fire Horse Pok鑼卪on,fire,,"['Run Away', 'Flash Fire', 'Flame Body']",50.0,1.7,95.0,500,65,100,70,80,80,105,70.0,60,1,0,5120,1000000,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,https://media.52poke.com/wiki/3/3f/078Rapidash.png
79,Slowpoke,Yadon閵夈們鍎旈妷,鍛嗗憜鐛 / 鍛嗗憜鍏紻膩id膩ish貌u,Dopey Pok鑼卪on,water,psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",50.0,1.2,36.0,315,90,65,65,40,40,15,70.0,190,1,0,5120,1000000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,https://media.52poke.com/wiki/7/70/079Slowpoke.png
80,Slowbro,Yadoran閵夈們鍎旈妷鈹垮厒,鍛嗘鐛 / 鍛嗗３鍏紻膩ik茅sh貌u,Hermit Crab Pok鑼卪on,water,psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",50.0,1.6,78.5,590,95,75,180,130,80,30,70.0,75,1,0,5120,1000000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,https://media.52poke.com/wiki/8/80/080Slowbro.png
81,Magnemite,Coil閵堢偨鍋嗛妷,灏忕鎬 / 灏忕鎬猉i菐oc铆gu脿i,Magnet Pok鑼卪on,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",,0.3,6.0,325,25,35,70,95,55,45,70.0,190,1,0,5120,1000000,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/6/6c/081Magnemite.png
82,Magneton,Rarecoil閵夊亜閵堢偨鍋嗛妷,涓夊悎涓纾佹 / 涓夊悎涓纾佹猄膩nh茅y墨c铆gu脿i,Magnet Pok鑼卪on,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",,1.0,60.0,465,50,60,95,120,70,70,70.0,60,1,0,5120,1000000,0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,https://media.52poke.com/wiki/7/72/082Magneton.png
83,Farfetch'd,Kamonegi閵堝劗閵夊秲鍋,澶ц敟榇 / 澶ц懕楦璂脿c艒ngy膩,Wild Duck Pok鑼卪on,normal,flying,"['Keen Eye', 'Inner Focus', 'Defiant']",50.0,0.8,15.0,377,52,90,55,58,62,60,70.0,45,1,0,5120,1000000,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/f/f8/083Farfetch%27d.png
84,Doduo,Dodo閵夊鍏楅妷澶堝厳,鍢熷槦 / 鍢熷槦D奴d奴,Twin Bird Pok鑼卪on,normal,flying,"['Run Away', 'Early Bird', 'Tangled Feet']",50.0,1.4,39.2,310,35,85,45,35,35,75,70.0,190,1,0,5120,1000000,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/5/54/084Doduo.png
85,Dodrio,Dodorio閵夊鍏楅妷澶堝劧閵,鍢熷槦鍒 / 鍢熷槦鍒〥奴d奴l矛,Triple Bird Pok鑼卪on,normal,flying,"['Run Away', 'Early Bird', 'Tangled Feet']",50.0,1.8,85.2,470,60,110,70,60,60,110,70.0,45,1,0,5120,1000000,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/9/93/085Dodrio.png
86,Seel,Pawou閵夋垯鍋婇妷鍋,灏忔捣鐛 / 灏忔捣鐙甔i菐oh菐ish墨,Sea Lion Pok鑼卪on,water,,"['Thick Fat', 'Hydration', 'Ice Body']",50.0,1.1,90.0,325,65,45,55,45,70,45,70.0,190,1,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/1/1f/086Seel.png
87,Dewgong,Jugon閵堟悶鍎遍妶娣厒,鐧芥捣鐛 / 鐧芥捣鐙瓸谩ih菐ish墨,Sea Lion Pok鑼卪on,water,ice,"['Thick Fat', 'Hydration', 'Ice Body']",50.0,1.7,120.0,475,90,70,80,70,95,70,70.0,75,1,0,5120,1000000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,https://media.52poke.com/wiki/c/c7/087Dewgong.png
88,Grimer,Betbeter閵夋瑣鍎撻妷娆嶅仾閵,鑷偿 / 鑷偿Ch貌un铆,Sludge Pok鑼卪on,poison,poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",50.0,0.9,30.0,325,80,80,50,40,50,25,70.0,190,1,0,5120,1000000,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,https://media.52poke.com/wiki/a/a0/088Grimer.png
89,Muk,Betbeton閵夋瑣鍎撻妷娆嶅創閵,鑷嚟娉 / 鑷嚟娉Ch貌uch貌un铆,Sludge Pok鑼卪on,poison,poison,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",50.0,1.2,30.0,500,105,105,75,65,100,50,70.0,75,1,0,5120,1000000,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,https://media.52poke.com/wiki/thumb/7/7c/089Muk.png/600px-089Muk.png
90,Shellder,Shellder閵堟灚鍋嬮妷鍎夐妷,澶ц垖璨 / 澶ц垖璐滵脿sh茅b猫i,Bivalve Pok鑼卪on,water,,"['Shell Armor', 'Skill Link', 'Overcoat']",50.0,0.3,4.0,305,30,65,100,45,25,40,70.0,190,1,0,5120,1250000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/4/40/090Shellder.png
91,Cloyster,Parshen閵夋垯鍎烽妶鏋亱閵,鍒虹敳璨 / 鍒虹敳璐滳矛ji菐b猫i,Bivalve Pok鑼卪on,water,ice,"['Shell Armor', 'Skill Link', 'Overcoat']",50.0,1.5,132.5,525,50,95,180,85,45,70,70.0,60,1,0,5120,1250000,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/1/1d/091Cloyster.png/600px-091Cloyster.png
92,Gastly,Ghos閵堟番鍏楅妶,楝兼柉 / 楝兼柉Gu菒s墨,Gas Pok鑼卪on,ghost,poison,['Levitate'],50.0,1.3,0.1,310,30,35,30,100,35,80,70.0,190,1,0,5120,1059860,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,https://media.52poke.com/wiki/c/ca/092Gastly.png
93,Haunter,Ghost閵堟番鍏楅妶骞垮創,楝兼柉閫 / 楝兼柉閫欸u菒s墨t艒ng,Gas Pok鑼卪on,ghost,poison,['Levitate'],50.0,1.6,0.1,405,45,50,45,115,55,95,70.0,90,1,0,5120,1059860,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,https://media.52poke.com/wiki/6/62/093Haunter.png
94,Gengar,Gangar閵堝眰鍏傞妶鍏,鑰块 / 鑰块G臎nggu菒,Shadow Pok鑼卪on,ghost,poison,['Cursed Body'],50.0,1.5,40.5,600,60,65,80,170,95,130,70.0,45,1,0,5120,1059860,0.0,0.0,1.0,0.25,2.0,1.0,0.25,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,https://media.52poke.com/wiki/thumb/c/c6/094Gengar.png/600px-094Gengar.png
95,Onix,Iwark閵堛們鍎婚妷绗哄仐,澶у博铔 / 澶у博铔嘍脿y谩nsh茅,Rock Snake Pok鑼卪on,rock,ground,"['Rock Head', 'Sturdy', 'Weak Armor']",50.0,8.8,210.0,385,35,45,160,30,45,70,70.0,45,1,0,6400,1000000,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/9/9a/095Onix.png/600px-095Onix.png
96,Drowzee,Sleepe閵堝箍鍎堕妷绗哄劊,鍌湢璨 / 鍌湢璨楥u墨mi谩nm貌,Hypnosis Pok鑼卪on,psychic,,"['Insomnia', 'Forewarn', 'Inner Focus']",50.0,1.0,32.4,328,60,48,45,43,90,42,70.0,190,1,0,5120,1000000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/3/3e/096Drowzee.png
97,Hypno,Sleeper閵堝箍鍎堕妷绗哄劀閵,寮曞あ璨樹汉 / 寮曟ⅵ璨樹汉Y菒nm猫ngm貌r茅n,Hypnosis Pok鑼卪on,psychic,,"['Insomnia', 'Forewarn', 'Inner Focus']",50.0,1.6,75.6,483,85,73,70,73,115,67,70.0,75,1,0,5120,1000000,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,https://media.52poke.com/wiki/0/0a/097Hypno.png
98,Krabby,Crab閵堝劦閵,澶ч墬锜 / 澶ч挸锜笵脿qi谩nxi猫,River Crab Pok鑼卪on,water,,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",50.0,0.4,6.5,325,30,105,90,25,25,50,70.0,225,1,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/a/a7/098Krabby.png
99,Kingler,Kingler閵堝厒閵堣埇鍎甸妷,宸ㄩ墬锜 / 宸ㄩ挸锜笿霉qi谩nxi猫,Pincer Pok鑼卪on,water,,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",50.0,1.3,60.0,475,55,130,115,50,50,75,70.0,60,1,0,5120,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,https://media.52poke.com/wiki/7/71/099Kingler.png
100,Voltorb,Biriridama閵夋挶鍎堕妷鍎夐妷,闇归潅闆荤悆 / 闇归洺鐢电悆P墨l矛di脿nqi煤,Ball Pok鑼卪on,electric,,"['Soundproof', 'Static', 'Aftermath']",,0.5,10.4,330,40,30,50,55,55,100,70.0,190,1,0,5120,1000000,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/d/da/100Voltorb.png
101,Electrode,Marumine閵夌偑鍎烽妷鐐亞閵,闋戠毊闆峰綀 / 椤界毊闆峰脊W谩np铆l茅id脿n,Ball Pok鑼卪on,electric,,"['Soundproof', 'Static', 'Aftermath']",,1.2,66.6,490,60,50,70,80,80,150,70.0,60,1,0,5120,1000000,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,https://media.52poke.com/wiki/8/84/101Electrode.png
102,Exeggcute,Tamatama閵堣￥鍎妶瑁ゅ劒,铔嬭泲 / 铔嬭泲D脿nd脿n,Egg Pok鑼卪on,grass,psychic,"['Chlorophyll', 'Harvest']",50.0,0.4,2.5,325,60,40,80,60,45,40,70.0,90,1,0,5120,1250000,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/a/af/102Exeggcute.png
103,Exeggutor,Nassy閵夊ǹ鍎嶉妶鏋厳,妞拌泲妯 / 妞拌泲鏍慪膿d脿nsh霉,Coconut Pok鑼卪on,grass,psychic,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",50.0,2.0,120.0,530,95,105,85,125,75,45,70.0,45,1,0,5120,1250000,1.0,0.5,2.0,2.0,0.5,1.0,4.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,1.0,2.0,1.0,https://media.52poke.com/wiki/thumb/2/24/103Exeggutor.png/600px-103Exeggutor.png
104,Cubone,Karakara閵堝劦閵堝劦,鍗℃媺鍗℃媺 / 鍗℃媺鍗℃媺K菐l膩k菐l膩,Lonely Pok鑼卪on,ground,,"['Rock Head', 'Lightningrod', 'Battle Armor']",50.0,0.4,6.5,320,50,50,95,40,50,35,70.0,190,1,0,5120,1000000,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/2/2a/104Cubone.png
105,Marowak,Garagara閵堝劦閵堝劦,鍢庡暒鍢庡暒 / 鍢庡暒鍢庡暒G膩l膩g膩l膩,Bone Keeper Pok鑼卪on,ground,fire,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",50.0,1.0,45.0,425,60,80,110,50,80,45,70.0,75,1,0,5120,1000000,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,https://media.52poke.com/wiki/thumb/9/98/105Marowak.png/600px-105Marowak.png
